L1Seed,PileUp,Total,Prescale0,Fired0,
L1_SecondBunchInTrain,107,35,0,0,
L1_SecondBunchInTrain,108,35,0,0,
L1_SecondBunchInTrain,109,22,0,0,
L1_SecondBunchInTrain,110,18,0,0,
L1_SecondBunchInTrain,111,11,0,0,
L1_SecondBunchInTrain,112,3,0,0,
L1_SecondBunchInTrain,113,8,0,0,
L1_SecondBunchInTrain,114,1,0,0,
L1_SecondBunchInTrain,115,2,0,0,
L1_SecondBunchInTrain,116,2,0,0,
L1_SecondBunchInTrain,117,1,0,0,
L1_SecondBunchInTrain,118,2,0,0,
L1_SecondLastBunchInTrain,11,1,0,0,
L1_SecondLastBunchInTrain,12,1,0,0,
L1_SecondLastBunchInTrain,13,6,0,0,
L1_SecondLastBunchInTrain,14,13,0,0,
L1_SecondLastBunchInTrain,15,40,0,0,
L1_SecondLastBunchInTrain,16,61,0,0,
L1_SecondLastBunchInTrain,17,131,0,0,
L1_SecondLastBunchInTrain,18,196,0,0,
L1_SecondLastBunchInTrain,19,369,0,0,
L1_SecondLastBunchInTrain,20,554,0,0,
L1_SecondLastBunchInTrain,21,894,0,0,
L1_SecondLastBunchInTrain,22,1257,0,0,
L1_SecondLastBunchInTrain,23,1801,0,0,
L1_SecondLastBunchInTrain,24,2488,0,0,
L1_SecondLastBunchInTrain,25,3360,0,0,
L1_SecondLastBunchInTrain,26,4212,0,0,
L1_SecondLastBunchInTrain,27,5258,0,0,
L1_SecondLastBunchInTrain,28,6267,0,0,
L1_SecondLastBunchInTrain,29,7494,0,0,
L1_SecondLastBunchInTrain,30,8787,0,0,
L1_SecondLastBunchInTrain,31,10034,0,0,
L1_SecondLastBunchInTrain,32,10822,0,0,
L1_SecondLastBunchInTrain,33,11891,0,0,
L1_SecondLastBunchInTrain,34,12611,0,0,
L1_SecondLastBunchInTrain,35,13494,0,0,
L1_SecondLastBunchInTrain,36,13925,0,0,
L1_SecondLastBunchInTrain,37,14344,0,0,
L1_SecondLastBunchInTrain,38,15075,0,0,
L1_SecondLastBunchInTrain,39,15171,0,0,
L1_SecondLastBunchInTrain,40,15322,0,0,
L1_SecondLastBunchInTrain,41,15535,0,0,
L1_SecondLastBunchInTrain,42,15661,0,0,
L1_SecondLastBunchInTrain,43,15655,0,0,
L1_SecondLastBunchInTrain,44,15636,0,0,
L1_SecondLastBunchInTrain,45,15745,0,0,
L1_SecondLastBunchInTrain,46,15820,0,0,
L1_SecondLastBunchInTrain,47,15553,0,0,
L1_SecondLastBunchInTrain,48,15944,0,0,
L1_SecondLastBunchInTrain,49,16118,0,0,
L1_SecondLastBunchInTrain,50,15778,0,0,
L1_SecondLastBunchInTrain,51,16040,0,0,
L1_SecondLastBunchInTrain,52,15765,0,0,
L1_SecondLastBunchInTrain,53,15927,0,0,
L1_SecondLastBunchInTrain,54,15746,0,0,
L1_SecondLastBunchInTrain,55,15822,0,0,
L1_SecondLastBunchInTrain,56,15842,0,0,
L1_SecondLastBunchInTrain,57,15726,0,0,
L1_SecondLastBunchInTrain,58,15841,0,0,
L1_SecondLastBunchInTrain,59,15676,0,0,
L1_SecondLastBunchInTrain,60,15687,0,0,
L1_SecondLastBunchInTrain,61,15952,0,0,
L1_SecondLastBunchInTrain,62,15417,0,0,
L1_SecondLastBunchInTrain,63,15535,0,0,
L1_SecondLastBunchInTrain,64,15354,0,0,
L1_SecondLastBunchInTrain,65,15273,0,0,
L1_SecondLastBunchInTrain,66,15030,0,0,
L1_SecondLastBunchInTrain,67,14804,0,0,
L1_SecondLastBunchInTrain,68,14539,0,0,
L1_SecondLastBunchInTrain,69,14428,0,0,
L1_SecondLastBunchInTrain,70,13971,0,0,
L1_SecondLastBunchInTrain,71,13525,0,0,
L1_SecondLastBunchInTrain,72,12878,0,0,
L1_SecondLastBunchInTrain,73,12760,0,0,
L1_SecondLastBunchInTrain,74,12151,0,0,
L1_SecondLastBunchInTrain,75,11463,0,0,
L1_SecondLastBunchInTrain,76,10892,0,0,
L1_SecondLastBunchInTrain,77,10048,0,0,
L1_SecondLastBunchInTrain,78,9658,0,0,
L1_SecondLastBunchInTrain,79,8988,0,0,
L1_SecondLastBunchInTrain,80,8117,0,0,
L1_SecondLastBunchInTrain,81,7424,0,0,
L1_SecondLastBunchInTrain,82,6750,0,0,
L1_SecondLastBunchInTrain,83,6092,0,0,
L1_SecondLastBunchInTrain,84,5364,0,0,
L1_SecondLastBunchInTrain,85,4847,0,0,
L1_SecondLastBunchInTrain,86,4343,0,0,
L1_SecondLastBunchInTrain,87,3620,0,0,
L1_SecondLastBunchInTrain,88,3162,0,0,
L1_SecondLastBunchInTrain,89,2849,0,0,
L1_SecondLastBunchInTrain,90,2352,0,0,
L1_SecondLastBunchInTrain,91,1895,0,0,
L1_SecondLastBunchInTrain,92,1693,0,0,
L1_SecondLastBunchInTrain,93,1300,0,0,
L1_SecondLastBunchInTrain,94,1116,0,0,
L1_SecondLastBunchInTrain,95,919,0,0,
L1_SecondLastBunchInTrain,96,720,0,0,
L1_SecondLastBunchInTrain,97,573,0,0,
L1_SecondLastBunchInTrain,98,450,0,0,
L1_SecondLastBunchInTrain,99,372,0,0,
L1_SecondLastBunchInTrain,100,301,0,0,
L1_SecondLastBunchInTrain,101,208,0,0,
L1_SecondLastBunchInTrain,102,175,0,0,
L1_SecondLastBunchInTrain,103,138,0,0,
L1_SecondLastBunchInTrain,104,81,0,0,
L1_SecondLastBunchInTrain,105,79,0,0,
L1_SecondLastBunchInTrain,106,58,0,0,
L1_SecondLastBunchInTrain,107,35,0,0,
L1_SecondLastBunchInTrain,108,35,0,0,
L1_SecondLastBunchInTrain,109,22,0,0,
L1_SecondLastBunchInTrain,110,18,0,0,
L1_SecondLastBunchInTrain,111,11,0,0,
L1_SecondLastBunchInTrain,112,3,0,0,
L1_SecondLastBunchInTrain,113,8,0,0,
L1_SecondLastBunchInTrain,114,1,0,0,
L1_SecondLastBunchInTrain,115,2,0,0,
L1_SecondLastBunchInTrain,116,2,0,0,
L1_SecondLastBunchInTrain,117,1,0,0,
L1_SecondLastBunchInTrain,118,2,0,0,
L1_SingleEG10er2p5,11,1,7600,0,
L1_SingleEG10er2p5,12,1,7600,0,
L1_SingleEG10er2p5,13,6,7600,0,
L1_SingleEG10er2p5,14,13,7600,0,
L1_SingleEG10er2p5,15,40,7600,0,
L1_SingleEG10er2p5,16,61,7600,0,
L1_SingleEG10er2p5,17,131,7600,0,
L1_SingleEG10er2p5,18,196,7600,0,
L1_SingleEG10er2p5,19,369,7600,0,
L1_SingleEG10er2p5,20,554,7600,0,
L1_SingleEG10er2p5,21,894,7600,0,
L1_SingleEG10er2p5,22,1257,7600,0,
L1_SingleEG10er2p5,23,1801,7600,0,
L1_SingleEG10er2p5,24,2488,7600,0,
L1_SingleEG10er2p5,25,3360,7600,0,
L1_SingleEG10er2p5,26,4212,7600,0,
L1_SingleEG10er2p5,27,5258,7600,0,
L1_SingleEG10er2p5,28,6267,7600,0,
L1_SingleEG10er2p5,29,7494,7600,0,
L1_SingleEG10er2p5,30,8787,7600,0,
L1_SingleEG10er2p5,31,10034,7600,0,
L1_SingleEG10er2p5,32,10822,7600,0,
L1_SingleEG10er2p5,33,11891,7600,0,
L1_SingleEG10er2p5,34,12611,7600,0,
L1_SingleEG10er2p5,35,13494,7600,0,
L1_SingleEG10er2p5,36,13925,7600,0,
L1_SingleEG10er2p5,37,14344,7600,0,
L1_SingleEG10er2p5,38,15075,7600,0,
L1_SingleEG10er2p5,39,15171,7600,1,
L1_SingleEG10er2p5,40,15322,7600,0,
L1_SingleEG10er2p5,41,15535,7600,0,
L1_SingleEG10er2p5,42,15661,7600,0,
L1_SingleEG10er2p5,43,15655,7600,0,
L1_SingleEG10er2p5,44,15636,7600,1,
L1_SingleEG10er2p5,45,15745,7600,1,
L1_SingleEG10er2p5,46,15820,7600,0,
L1_SingleEG10er2p5,47,15553,7600,0,
L1_SingleEG10er2p5,48,15944,7600,0,
L1_SingleEG10er2p5,49,16118,7600,1,
L1_SingleEG10er2p5,50,15778,7600,0,
L1_SingleEG10er2p5,51,16040,7600,0,
L1_SingleEG10er2p5,52,15765,7600,0,
L1_SingleEG10er2p5,53,15927,7600,0,
L1_SingleEG10er2p5,54,15746,7600,0,
L1_SingleEG10er2p5,55,15822,7600,0,
L1_SingleEG10er2p5,56,15842,7600,0,
L1_SingleEG10er2p5,57,15726,7600,1,
L1_SingleEG10er2p5,58,15841,7600,0,
L1_SingleEG10er2p5,59,15676,7600,0,
L1_SingleEG10er2p5,60,15687,7600,0,
L1_SingleEG10er2p5,61,15952,7600,0,
L1_SingleEG10er2p5,62,15417,7600,0,
L1_SingleEG10er2p5,63,15535,7600,0,
L1_SingleEG10er2p5,64,15354,7600,0,
L1_SingleEG10er2p5,65,15273,7600,0,
L1_SingleEG10er2p5,66,15030,7600,0,
L1_SingleEG10er2p5,67,14804,7600,0,
L1_SingleEG10er2p5,68,14539,7600,0,
L1_SingleEG10er2p5,69,14428,7600,0,
L1_SingleEG10er2p5,70,13971,7600,0,
L1_SingleEG10er2p5,71,13525,7600,0,
L1_SingleEG10er2p5,72,12878,7600,0,
L1_SingleEG10er2p5,73,12760,7600,0,
L1_SingleEG10er2p5,74,12151,7600,0,
L1_SingleEG10er2p5,75,11463,7600,0,
L1_SingleEG10er2p5,76,10892,7600,0,
L1_SingleEG10er2p5,77,10048,7600,0,
L1_SingleEG10er2p5,78,9658,7600,0,
L1_SingleEG10er2p5,79,8988,7600,0,
L1_SingleEG10er2p5,80,8117,7600,0,
L1_SingleEG10er2p5,81,7424,7600,0,
L1_SingleEG10er2p5,82,6750,7600,0,
L1_SingleEG10er2p5,83,6092,7600,0,
L1_SingleEG10er2p5,84,5364,7600,0,
L1_SingleEG10er2p5,85,4847,7600,0,
L1_SingleEG10er2p5,86,4343,7600,0,
L1_SingleEG10er2p5,87,3620,7600,1,
L1_SingleEG10er2p5,88,3162,7600,0,
L1_SingleEG10er2p5,89,2849,7600,0,
L1_SingleEG10er2p5,90,2352,7600,0,
L1_SingleEG10er2p5,91,1895,7600,0,
L1_SingleEG10er2p5,92,1693,7600,0,
L1_SingleEG10er2p5,93,1300,7600,0,
L1_SingleEG10er2p5,94,1116,7600,0,
L1_SingleEG10er2p5,95,919,7600,0,
L1_SingleEG10er2p5,96,720,7600,0,
L1_SingleEG10er2p5,97,573,7600,0,
L1_SingleEG10er2p5,98,450,7600,0,
L1_SingleEG10er2p5,99,372,7600,0,
L1_SingleEG10er2p5,100,301,7600,0,
L1_SingleEG10er2p5,101,208,7600,0,
L1_SingleEG10er2p5,102,175,7600,0,
L1_SingleEG10er2p5,103,138,7600,0,
L1_SingleEG10er2p5,104,81,7600,0,
L1_SingleEG10er2p5,105,79,7600,0,
L1_SingleEG10er2p5,106,58,7600,0,
L1_SingleEG10er2p5,107,35,7600,0,
L1_SingleEG10er2p5,108,35,7600,0,
L1_SingleEG10er2p5,109,22,7600,0,
L1_SingleEG10er2p5,110,18,7600,0,
L1_SingleEG10er2p5,111,11,7600,0,
L1_SingleEG10er2p5,112,3,7600,0,
L1_SingleEG10er2p5,113,8,7600,0,
L1_SingleEG10er2p5,114,1,7600,0,
L1_SingleEG10er2p5,115,2,7600,0,
L1_SingleEG10er2p5,116,2,7600,0,
L1_SingleEG10er2p5,117,1,7600,0,
L1_SingleEG10er2p5,118,2,7600,0,
L1_SingleEG15er2p5,11,1,1350,0,
L1_SingleEG15er2p5,12,1,1350,0,
L1_SingleEG15er2p5,13,6,1350,0,
L1_SingleEG15er2p5,14,13,1350,0,
L1_SingleEG15er2p5,15,40,1350,0,
L1_SingleEG15er2p5,16,61,1350,0,
L1_SingleEG15er2p5,17,131,1350,0,
L1_SingleEG15er2p5,18,196,1350,0,
L1_SingleEG15er2p5,19,369,1350,0,
L1_SingleEG15er2p5,20,554,1350,0,
L1_SingleEG15er2p5,21,894,1350,0,
L1_SingleEG15er2p5,22,1257,1350,0,
L1_SingleEG15er2p5,23,1801,1350,0,
L1_SingleEG15er2p5,24,2488,1350,0,
L1_SingleEG15er2p5,25,3360,1350,0,
L1_SingleEG15er2p5,26,4212,1350,0,
L1_SingleEG15er2p5,27,5258,1350,0,
L1_SingleEG15er2p5,28,6267,1350,0,
L1_SingleEG15er2p5,29,7494,1350,0,
L1_SingleEG15er2p5,30,8787,1350,0,
L1_SingleEG15er2p5,31,10034,1350,0,
L1_SingleEG15er2p5,32,10822,1350,0,
L1_SingleEG15er2p5,33,11891,1350,0,
L1_SingleEG15er2p5,34,12611,1350,0,
L1_SingleEG15er2p5,35,13494,1350,0,
L1_SingleEG15er2p5,36,13925,1350,0,
L1_SingleEG15er2p5,37,14344,1350,0,
L1_SingleEG15er2p5,38,15075,1350,1,
L1_SingleEG15er2p5,39,15171,1350,0,
L1_SingleEG15er2p5,40,15322,1350,0,
L1_SingleEG15er2p5,41,15535,1350,0,
L1_SingleEG15er2p5,42,15661,1350,0,
L1_SingleEG15er2p5,43,15655,1350,1,
L1_SingleEG15er2p5,44,15636,1350,0,
L1_SingleEG15er2p5,45,15745,1350,0,
L1_SingleEG15er2p5,46,15820,1350,0,
L1_SingleEG15er2p5,47,15553,1350,0,
L1_SingleEG15er2p5,48,15944,1350,0,
L1_SingleEG15er2p5,49,16118,1350,0,
L1_SingleEG15er2p5,50,15778,1350,0,
L1_SingleEG15er2p5,51,16040,1350,0,
L1_SingleEG15er2p5,52,15765,1350,0,
L1_SingleEG15er2p5,53,15927,1350,0,
L1_SingleEG15er2p5,54,15746,1350,0,
L1_SingleEG15er2p5,55,15822,1350,0,
L1_SingleEG15er2p5,56,15842,1350,0,
L1_SingleEG15er2p5,57,15726,1350,0,
L1_SingleEG15er2p5,58,15841,1350,0,
L1_SingleEG15er2p5,59,15676,1350,0,
L1_SingleEG15er2p5,60,15687,1350,0,
L1_SingleEG15er2p5,61,15952,1350,0,
L1_SingleEG15er2p5,62,15417,1350,1,
L1_SingleEG15er2p5,63,15535,1350,0,
L1_SingleEG15er2p5,64,15354,1350,0,
L1_SingleEG15er2p5,65,15273,1350,0,
L1_SingleEG15er2p5,66,15030,1350,1,
L1_SingleEG15er2p5,67,14804,1350,0,
L1_SingleEG15er2p5,68,14539,1350,0,
L1_SingleEG15er2p5,69,14428,1350,0,
L1_SingleEG15er2p5,70,13971,1350,0,
L1_SingleEG15er2p5,71,13525,1350,0,
L1_SingleEG15er2p5,72,12878,1350,0,
L1_SingleEG15er2p5,73,12760,1350,0,
L1_SingleEG15er2p5,74,12151,1350,1,
L1_SingleEG15er2p5,75,11463,1350,0,
L1_SingleEG15er2p5,76,10892,1350,1,
L1_SingleEG15er2p5,77,10048,1350,0,
L1_SingleEG15er2p5,78,9658,1350,0,
L1_SingleEG15er2p5,79,8988,1350,0,
L1_SingleEG15er2p5,80,8117,1350,0,
L1_SingleEG15er2p5,81,7424,1350,0,
L1_SingleEG15er2p5,82,6750,1350,0,
L1_SingleEG15er2p5,83,6092,1350,0,
L1_SingleEG15er2p5,84,5364,1350,0,
L1_SingleEG15er2p5,85,4847,1350,0,
L1_SingleEG15er2p5,86,4343,1350,0,
L1_SingleEG15er2p5,87,3620,1350,0,
L1_SingleEG15er2p5,88,3162,1350,1,
L1_SingleEG15er2p5,89,2849,1350,0,
L1_SingleEG15er2p5,90,2352,1350,0,
L1_SingleEG15er2p5,91,1895,1350,0,
L1_SingleEG15er2p5,92,1693,1350,0,
L1_SingleEG15er2p5,93,1300,1350,0,
L1_SingleEG15er2p5,94,1116,1350,0,
L1_SingleEG15er2p5,95,919,1350,0,
L1_SingleEG15er2p5,96,720,1350,0,
L1_SingleEG15er2p5,97,573,1350,0,
L1_SingleEG15er2p5,98,450,1350,0,
L1_SingleEG15er2p5,99,372,1350,0,
L1_SingleEG15er2p5,100,301,1350,0,
L1_SingleEG15er2p5,101,208,1350,0,
L1_SingleEG15er2p5,102,175,1350,0,
L1_SingleEG15er2p5,103,138,1350,0,
L1_SingleEG15er2p5,104,81,1350,0,
L1_SingleEG15er2p5,105,79,1350,0,
L1_SingleEG15er2p5,106,58,1350,0,
L1_SingleEG15er2p5,107,35,1350,0,
L1_SingleEG15er2p5,108,35,1350,0,
L1_SingleEG15er2p5,109,22,1350,0,
L1_SingleEG15er2p5,110,18,1350,0,
L1_SingleEG15er2p5,111,11,1350,0,
L1_SingleEG15er2p5,112,3,1350,0,
L1_SingleEG15er2p5,113,8,1350,0,
L1_SingleEG15er2p5,114,1,1350,0,
L1_SingleEG15er2p5,115,2,1350,0,
L1_SingleEG15er2p5,116,2,1350,0,
L1_SingleEG15er2p5,117,1,1350,0,
L1_SingleEG15er2p5,118,2,1350,0,
L1_SingleEG26er2p5,11,1,780,0,
L1_SingleEG26er2p5,12,1,780,0,
L1_SingleEG26er2p5,13,6,780,0,
L1_SingleEG26er2p5,14,13,780,0,
L1_SingleEG26er2p5,15,40,780,0,
L1_SingleEG26er2p5,16,61,780,0,
L1_SingleEG26er2p5,17,131,780,0,
L1_SingleEG26er2p5,18,196,780,0,
L1_SingleEG26er2p5,19,369,780,0,
L1_SingleEG26er2p5,20,554,780,0,
L1_SingleEG26er2p5,21,894,780,0,
L1_SingleEG26er2p5,22,1257,780,0,
L1_SingleEG26er2p5,23,1801,780,0,
L1_SingleEG26er2p5,24,2488,780,0,
L1_SingleEG26er2p5,25,3360,780,0,
L1_SingleEG26er2p5,26,4212,780,0,
L1_SingleEG26er2p5,27,5258,780,0,
L1_SingleEG26er2p5,28,6267,780,0,
L1_SingleEG26er2p5,29,7494,780,0,
L1_SingleEG26er2p5,30,8787,780,0,
L1_SingleEG26er2p5,31,10034,780,0,
L1_SingleEG26er2p5,32,10822,780,0,
L1_SingleEG26er2p5,33,11891,780,0,
L1_SingleEG26er2p5,34,12611,780,0,
L1_SingleEG26er2p5,35,13494,780,0,
L1_SingleEG26er2p5,36,13925,780,0,
L1_SingleEG26er2p5,37,14344,780,0,
L1_SingleEG26er2p5,38,15075,780,0,
L1_SingleEG26er2p5,39,15171,780,0,
L1_SingleEG26er2p5,40,15322,780,0,
L1_SingleEG26er2p5,41,15535,780,0,
L1_SingleEG26er2p5,42,15661,780,0,
L1_SingleEG26er2p5,43,15655,780,0,
L1_SingleEG26er2p5,44,15636,780,0,
L1_SingleEG26er2p5,45,15745,780,0,
L1_SingleEG26er2p5,46,15820,780,0,
L1_SingleEG26er2p5,47,15553,780,0,
L1_SingleEG26er2p5,48,15944,780,0,
L1_SingleEG26er2p5,49,16118,780,0,
L1_SingleEG26er2p5,50,15778,780,0,
L1_SingleEG26er2p5,51,16040,780,0,
L1_SingleEG26er2p5,52,15765,780,0,
L1_SingleEG26er2p5,53,15927,780,0,
L1_SingleEG26er2p5,54,15746,780,0,
L1_SingleEG26er2p5,55,15822,780,0,
L1_SingleEG26er2p5,56,15842,780,0,
L1_SingleEG26er2p5,57,15726,780,0,
L1_SingleEG26er2p5,58,15841,780,0,
L1_SingleEG26er2p5,59,15676,780,0,
L1_SingleEG26er2p5,60,15687,780,0,
L1_SingleEG26er2p5,61,15952,780,0,
L1_SingleEG26er2p5,62,15417,780,0,
L1_SingleEG26er2p5,63,15535,780,0,
L1_SingleEG26er2p5,64,15354,780,0,
L1_SingleEG26er2p5,65,15273,780,0,
L1_SingleEG26er2p5,66,15030,780,0,
L1_SingleEG26er2p5,67,14804,780,1,
L1_SingleEG26er2p5,68,14539,780,0,
L1_SingleEG26er2p5,69,14428,780,0,
L1_SingleEG26er2p5,70,13971,780,0,
L1_SingleEG26er2p5,71,13525,780,0,
L1_SingleEG26er2p5,72,12878,780,0,
L1_SingleEG26er2p5,73,12760,780,0,
L1_SingleEG26er2p5,74,12151,780,0,
L1_SingleEG26er2p5,75,11463,780,0,
L1_SingleEG26er2p5,76,10892,780,0,
L1_SingleEG26er2p5,77,10048,780,0,
L1_SingleEG26er2p5,78,9658,780,0,
L1_SingleEG26er2p5,79,8988,780,0,
L1_SingleEG26er2p5,80,8117,780,0,
L1_SingleEG26er2p5,81,7424,780,0,
L1_SingleEG26er2p5,82,6750,780,0,
L1_SingleEG26er2p5,83,6092,780,0,
L1_SingleEG26er2p5,84,5364,780,0,
L1_SingleEG26er2p5,85,4847,780,0,
L1_SingleEG26er2p5,86,4343,780,0,
L1_SingleEG26er2p5,87,3620,780,0,
L1_SingleEG26er2p5,88,3162,780,0,
L1_SingleEG26er2p5,89,2849,780,0,
L1_SingleEG26er2p5,90,2352,780,0,
L1_SingleEG26er2p5,91,1895,780,0,
L1_SingleEG26er2p5,92,1693,780,0,
L1_SingleEG26er2p5,93,1300,780,0,
L1_SingleEG26er2p5,94,1116,780,0,
L1_SingleEG26er2p5,95,919,780,0,
L1_SingleEG26er2p5,96,720,780,0,
L1_SingleEG26er2p5,97,573,780,0,
L1_SingleEG26er2p5,98,450,780,0,
L1_SingleEG26er2p5,99,372,780,0,
L1_SingleEG26er2p5,100,301,780,0,
L1_SingleEG26er2p5,101,208,780,0,
L1_SingleEG26er2p5,102,175,780,0,
L1_SingleEG26er2p5,103,138,780,0,
L1_SingleEG26er2p5,104,81,780,0,
L1_SingleEG26er2p5,105,79,780,0,
L1_SingleEG26er2p5,106,58,780,0,
L1_SingleEG26er2p5,107,35,780,0,
L1_SingleEG26er2p5,108,35,780,0,
L1_SingleEG26er2p5,109,22,780,0,
L1_SingleEG26er2p5,110,18,780,0,
L1_SingleEG26er2p5,111,11,780,0,
L1_SingleEG26er2p5,112,3,780,0,
L1_SingleEG26er2p5,113,8,780,0,
L1_SingleEG26er2p5,114,1,780,0,
L1_SingleEG26er2p5,115,2,780,0,
L1_SingleEG26er2p5,116,2,780,0,
L1_SingleEG26er2p5,117,1,780,0,
L1_SingleEG26er2p5,118,2,780,0,
L1_SingleEG28_FWD2p5,11,1,45,0,
L1_SingleEG28_FWD2p5,12,1,45,0,
L1_SingleEG28_FWD2p5,13,6,45,0,
L1_SingleEG28_FWD2p5,14,13,45,0,
L1_SingleEG28_FWD2p5,15,40,45,0,
L1_SingleEG28_FWD2p5,16,61,45,0,
L1_SingleEG28_FWD2p5,17,131,45,0,
L1_SingleEG28_FWD2p5,18,196,45,0,
L1_SingleEG28_FWD2p5,19,369,45,0,
L1_SingleEG28_FWD2p5,20,554,45,0,
L1_SingleEG28_FWD2p5,21,894,45,0,
L1_SingleEG28_FWD2p5,22,1257,45,0,
L1_SingleEG28_FWD2p5,23,1801,45,0,
L1_SingleEG28_FWD2p5,24,2488,45,0,
L1_SingleEG28_FWD2p5,25,3360,45,0,
L1_SingleEG28_FWD2p5,26,4212,45,0,
L1_SingleEG28_FWD2p5,27,5258,45,0,
L1_SingleEG28_FWD2p5,28,6267,45,0,
L1_SingleEG28_FWD2p5,29,7494,45,0,
L1_SingleEG28_FWD2p5,30,8787,45,0,
L1_SingleEG28_FWD2p5,31,10034,45,0,
L1_SingleEG28_FWD2p5,32,10822,45,0,
L1_SingleEG28_FWD2p5,33,11891,45,0,
L1_SingleEG28_FWD2p5,34,12611,45,0,
L1_SingleEG28_FWD2p5,35,13494,45,0,
L1_SingleEG28_FWD2p5,36,13925,45,0,
L1_SingleEG28_FWD2p5,37,14344,45,0,
L1_SingleEG28_FWD2p5,38,15075,45,0,
L1_SingleEG28_FWD2p5,39,15171,45,0,
L1_SingleEG28_FWD2p5,40,15322,45,0,
L1_SingleEG28_FWD2p5,41,15535,45,0,
L1_SingleEG28_FWD2p5,42,15661,45,0,
L1_SingleEG28_FWD2p5,43,15655,45,0,
L1_SingleEG28_FWD2p5,44,15636,45,0,
L1_SingleEG28_FWD2p5,45,15745,45,0,
L1_SingleEG28_FWD2p5,46,15820,45,0,
L1_SingleEG28_FWD2p5,47,15553,45,0,
L1_SingleEG28_FWD2p5,48,15944,45,0,
L1_SingleEG28_FWD2p5,49,16118,45,0,
L1_SingleEG28_FWD2p5,50,15778,45,0,
L1_SingleEG28_FWD2p5,51,16040,45,0,
L1_SingleEG28_FWD2p5,52,15765,45,0,
L1_SingleEG28_FWD2p5,53,15927,45,0,
L1_SingleEG28_FWD2p5,54,15746,45,0,
L1_SingleEG28_FWD2p5,55,15822,45,0,
L1_SingleEG28_FWD2p5,56,15842,45,0,
L1_SingleEG28_FWD2p5,57,15726,45,0,
L1_SingleEG28_FWD2p5,58,15841,45,0,
L1_SingleEG28_FWD2p5,59,15676,45,0,
L1_SingleEG28_FWD2p5,60,15687,45,0,
L1_SingleEG28_FWD2p5,61,15952,45,0,
L1_SingleEG28_FWD2p5,62,15417,45,0,
L1_SingleEG28_FWD2p5,63,15535,45,0,
L1_SingleEG28_FWD2p5,64,15354,45,0,
L1_SingleEG28_FWD2p5,65,15273,45,0,
L1_SingleEG28_FWD2p5,66,15030,45,0,
L1_SingleEG28_FWD2p5,67,14804,45,0,
L1_SingleEG28_FWD2p5,68,14539,45,0,
L1_SingleEG28_FWD2p5,69,14428,45,0,
L1_SingleEG28_FWD2p5,70,13971,45,0,
L1_SingleEG28_FWD2p5,71,13525,45,0,
L1_SingleEG28_FWD2p5,72,12878,45,0,
L1_SingleEG28_FWD2p5,73,12760,45,0,
L1_SingleEG28_FWD2p5,74,12151,45,0,
L1_SingleEG28_FWD2p5,75,11463,45,0,
L1_SingleEG28_FWD2p5,76,10892,45,0,
L1_SingleEG28_FWD2p5,77,10048,45,0,
L1_SingleEG28_FWD2p5,78,9658,45,0,
L1_SingleEG28_FWD2p5,79,8988,45,0,
L1_SingleEG28_FWD2p5,80,8117,45,0,
L1_SingleEG28_FWD2p5,81,7424,45,0,
L1_SingleEG28_FWD2p5,82,6750,45,0,
L1_SingleEG28_FWD2p5,83,6092,45,0,
L1_SingleEG28_FWD2p5,84,5364,45,0,
L1_SingleEG28_FWD2p5,85,4847,45,0,
L1_SingleEG28_FWD2p5,86,4343,45,0,
L1_SingleEG28_FWD2p5,87,3620,45,0,
L1_SingleEG28_FWD2p5,88,3162,45,0,
L1_SingleEG28_FWD2p5,89,2849,45,0,
L1_SingleEG28_FWD2p5,90,2352,45,0,
L1_SingleEG28_FWD2p5,91,1895,45,0,
L1_SingleEG28_FWD2p5,92,1693,45,0,
L1_SingleEG28_FWD2p5,93,1300,45,0,
L1_SingleEG28_FWD2p5,94,1116,45,0,
L1_SingleEG28_FWD2p5,95,919,45,0,
L1_SingleEG28_FWD2p5,96,720,45,0,
L1_SingleEG28_FWD2p5,97,573,45,0,
L1_SingleEG28_FWD2p5,98,450,45,0,
L1_SingleEG28_FWD2p5,99,372,45,0,
L1_SingleEG28_FWD2p5,100,301,45,0,
L1_SingleEG28_FWD2p5,101,208,45,0,
L1_SingleEG28_FWD2p5,102,175,45,0,
L1_SingleEG28_FWD2p5,103,138,45,0,
L1_SingleEG28_FWD2p5,104,81,45,0,
L1_SingleEG28_FWD2p5,105,79,45,0,
L1_SingleEG28_FWD2p5,106,58,45,0,
L1_SingleEG28_FWD2p5,107,35,45,0,
L1_SingleEG28_FWD2p5,108,35,45,0,
L1_SingleEG28_FWD2p5,109,22,45,0,
L1_SingleEG28_FWD2p5,110,18,45,0,
L1_SingleEG28_FWD2p5,111,11,45,0,
L1_SingleEG28_FWD2p5,112,3,45,0,
L1_SingleEG28_FWD2p5,113,8,45,0,
L1_SingleEG28_FWD2p5,114,1,45,0,
L1_SingleEG28_FWD2p5,115,2,45,0,
L1_SingleEG28_FWD2p5,116,2,45,0,
L1_SingleEG28_FWD2p5,117,1,45,0,
L1_SingleEG28_FWD2p5,118,2,45,0,
L1_SingleEG28er1p5,11,1,0,0,
L1_SingleEG28er1p5,12,1,0,0,
L1_SingleEG28er1p5,13,6,0,0,
L1_SingleEG28er1p5,14,13,0,0,
L1_SingleEG28er1p5,15,40,0,0,
L1_SingleEG28er1p5,16,61,0,0,
